state_abbr,year,month,date,recall_count,class_I,class_II,class_III
FL,2020,9,2020-09-01,2,0,2,0
FL,2020,10,2020-10-01,1,1,0,0
FL,2020,11,2020-11-01,3,1,2,0
FL,2020,12,2020-12-01,2,0,2,0
FL,2021,1,2021-01-01,8,0,8,0
FL,2021,2,2021-02-01,6,3,2,1
FL,2021,3,2021-03-01,1,0,1,0
FL,2021,4,2021-04-01,1,0,1,0
FL,2021,6,2021-06-01,2,1,1,0
FL,2021,9,2021-09-01,3,2,1,0
FL,2021,10,2021-10-01,1,1,0,0
FL,2021,11,2021-11-01,12,1,11,0
FL,2021,12,2021-12-01,1,0,1,0
FL,2022,1,2022-01-01,1,0,1,0
FL,2022,2,2022-02-01,5,0,5,0
FL,2022,3,2022-03-01,1,0,1,0
FL,2022,4,2022-04-01,1,1,0,0
FL,2022,5,2022-05-01,8,5,3,0
FL,2022,6,2022-06-01,1,0,1,0
FL,2022,7,2022-07-01,2,1,1,0
FL,2022,8,2022-08-01,3,2,1,0
FL,2022,10,2022-10-01,6,4,2,0
FL,2022,11,2022-11-01,3,1,0,2
FL,2022,12,2022-12-01,2,2,0,0
FL,2023,3,2023-03-01,25,7,18,0
FL,2023,4,2023-04-01,13,8,5,0
FL,2023,5,2023-05-01,3,0,3,0
FL,2023,6,2023-06-01,3,3,0,0
FL,2023,7,2023-07-01,4,0,1,3
FL,2023,8,2023-08-01,3,1,1,1
FL,2023,9,2023-09-01,47,43,0,4
FL,2023,10,2023-10-01,9,3,6,0
FL,2023,11,2023-11-01,2,0,2,0
FL,2023,12,2023-12-01,14,8,6,0
FL,2024,2,2024-02-01,7,3,3,1
FL,2024,3,2024-03-01,12,7,4,1
FL,2024,4,2024-04-01,4,2,2,0
FL,2024,5,2024-05-01,2,1,0,1
FL,2024,6,2024-06-01,2,2,0,0
FL,2024,7,2024-07-01,3,1,2,0
FL,2024,8,2024-08-01,3,1,2,0
FL,2024,9,2024-09-01,5,0,5,0
FL,2024,10,2024-10-01,4,3,1,0
FL,2024,11,2024-11-01,3,1,2,0
FL,2025,1,2025-01-01,2,1,1,0
FL,2025,2,2025-02-01,1,1,0,0
FL,2025,3,2025-03-01,2,0,2,0
FL,2025,4,2025-04-01,2,2,0,0
FL,2025,5,2025-05-01,9,7,2,0
FL,2025,6,2025-06-01,15,5,10,0
FL,2025,7,2025-07-01,2,0,1,1
FL,2025,8,2025-08-01,6,1,5,0
FL,2025,10,2025-10-01,2,1,1,0
FL,2025,12,2025-12-01,5,0,5,0
GA,2012,5,2012-05-01,3,0,0,3
GA,2012,6,2012-06-01,2,0,2,0
GA,2012,7,2012-07-01,13,13,0,0
GA,2012,8,2012-08-01,1,1,0,0
GA,2012,9,2012-09-01,1,0,1,0
GA,2012,10,2012-10-01,1,1,0,0
GA,2012,11,2012-11-01,4,4,0,0
GA,2012,12,2012-12-01,1,0,1,0
GA,2013,1,2013-01-01,1,0,0,1
GA,2013,5,2013-05-01,6,0,6,0
GA,2013,6,2013-06-01,1,0,1,0
GA,2013,9,2013-09-01,1,0,1,0
GA,2013,11,2013-11-01,1,1,0,0
GA,2013,12,2013-12-01,2,2,0,0
GA,2014,2,2014-02-01,3,3,0,0
GA,2014,3,2014-03-01,1,0,1,0
GA,2014,4,2014-04-01,1,1,0,0
GA,2014,5,2014-05-01,2,1,0,1
GA,2014,6,2014-06-01,2,2,0,0
GA,2014,10,2014-10-01,4,0,4,0
GA,2014,11,2014-11-01,3,2,0,1
GA,2015,1,2015-01-01,39,28,11,0
GA,2015,2,2015-02-01,23,0,23,0
GA,2015,4,2015-04-01,1,0,1,0
GA,2015,5,2015-05-01,3,0,3,0
GA,2015,9,2015-09-01,9,0,1,8
GA,2015,11,2015-11-01,1,0,1,0
GA,2016,3,2016-03-01,4,1,2,1
GA,2016,4,2016-04-01,78,0,78,0
GA,2016,5,2016-05-01,1,0,1,0
GA,2016,6,2016-06-01,2,1,1,0
GA,2016,7,2016-07-01,32,0,32,0
GA,2016,8,2016-08-01,13,0,12,1
GA,2016,12,2016-12-01,6,6,0,0
GA,2017,2,2017-02-01,3,1,2,0
GA,2017,4,2017-04-01,1,1,0,0
GA,2017,8,2017-08-01,2,0,2,0
GA,2017,10,2017-10-01,1,0,1,0
GA,2017,12,2017-12-01,3,0,3,0
GA,2018,1,2018-01-01,1,0,1,0
GA,2018,2,2018-02-01,1,0,1,0
GA,2018,7,2018-07-01,4,0,3,1
GA,2018,8,2018-08-01,2,0,2,0
GA,2018,10,2018-10-01,2,0,2,0
GA,2019,1,2019-01-01,11,11,0,0
GA,2019,3,2019-03-01,1,1,0,0
GA,2019,5,2019-05-01,1,0,1,0
GA,2019,7,2019-07-01,14,0,14,0
GA,2019,8,2019-08-01,3,0,3,0
GA,2019,12,2019-12-01,29,29,0,0
GA,2020,1,2020-01-01,1,0,0,1
GA,2020,6,2020-06-01,1,0,1,0
GA,2020,11,2020-11-01,3,0,3,0
GA,2020,12,2020-12-01,2,0,2,0
GA,2021,4,2021-04-01,17,14,3,0
GA,2021,5,2021-05-01,3,0,3,0
GA,2021,6,2021-06-01,1,0,1,0
GA,2021,8,2021-08-01,13,0,13,0
GA,2021,9,2021-09-01,1,1,0,0
GA,2021,10,2021-10-01,6,0,6,0
GA,2021,11,2021-11-01,106,105,1,0
GA,2021,12,2021-12-01,1,1,0,0
GA,2022,3,2022-03-01,1,0,1,0
GA,2022,4,2022-04-01,2,1,1,0
GA,2022,7,2022-07-01,17,1,16,0
GA,2022,8,2022-08-01,1,0,1,0
GA,2022,9,2022-09-01,26,24,0,2
GA,2022,10,2022-10-01,7,0,7,0
GA,2022,11,2022-11-01,1,0,1,0
GA,2022,12,2022-12-01,1,0,1,0
GA,2023,1,2023-01-01,24,1,11,12
GA,2023,3,2023-03-01,1,1,0,0
GA,2023,4,2023-04-01,1,0,1,0
GA,2023,5,2023-05-01,1,1,0,0
GA,2023,6,2023-06-01,1,1,0,0
GA,2023,7,2023-07-01,14,0,14,0
GA,2023,11,2023-11-01,16,16,0,0
GA,2024,8,2024-08-01,3,0,3,0
GA,2024,10,2024-10-01,21,0,21,0
GA,2024,11,2024-11-01,1,1,0,0
GA,2025,3,2025-03-01,1,0,1,0
GA,2025,5,2025-05-01,1,0,1,0
GA,2025,6,2025-06-01,6,1,5,0
GA,2025,7,2025-07-01,15,15,0,0
GA,2025,8,2025-08-01,16,0,0,16
GA,2025,10,2025-10-01,1,0,0,1
HI,2012,6,2012-06-01,2,0,1,1
HI,2012,10,2012-10-01,1,1,0,0
HI,2013,8,2013-08-01,2,0,0,2
HI,2014,1,2014-01-01,1,0,1,0
HI,2014,5,2014-05-01,1,1,0,0
HI,2014,6,2014-06-01,3,0,1,2
HI,2014,7,2014-07-01,14,14,0,0
HI,2015,8,2015-08-01,5,5,0,0
HI,2016,1,2016-01-01,5,5,0,0
HI,2016,9,2016-09-01,6,6,0,0
HI,2016,11,2016-11-01,3,3,0,0
HI,2017,5,2017-05-01,3,3,0,0
HI,2017,6,2017-06-01,1,1,0,0
HI,2017,8,2017-08-01,1,0,1,0
HI,2018,10,2018-10-01,4,0,4,0
HI,2019,5,2019-05-01,3,0,3,0
HI,2019,8,2019-08-01,1,0,1,0
HI,2019,10,2019-10-01,1,1,0,0
HI,2019,12,2019-12-01,1,0,1,0
HI,2020,6,2020-06-01,1,1,0,0
HI,2023,11,2023-11-01,1,0,1,0
HI,2024,1,2024-01-01,1,1,0,0
HI,2024,5,2024-05-01,1,1,0,0
HI,2024,9,2024-09-01,2,2,0,0
HI,2025,2,2025-02-01,3,2,1,0
HI,2025,4,2025-04-01,1,1,0,0
HI,2025,10,2025-10-01,1,0,1,0
IA,2012,8,2012-08-01,1,1,0,0
IA,2012,11,2012-11-01,1,1,0,0
IA,2013,5,2013-05-01,1,0,1,0
IA,2013,6,2013-06-01,1,1,0,0
IA,2013,10,2013-10-01,1,0,1,0
IA,2013,11,2013-11-01,2,2,0,0
IA,2014,1,2014-01-01,1,0,0,1
IA,2014,4,2014-04-01,4,1,3,0
IA,2014,5,2014-05-01,1,1,0,0
IA,2015,1,2015-01-01,1,1,0,0
IA,2015,3,2015-03-01,25,25,0,0
IA,2015,5,2015-05-01,2,0,2,0
IA,2015,8,2015-08-01,7,1,0,6
IA,2015,9,2015-09-01,104,0,0,104
IA,2015,11,2015-11-01,2,1,1,0
IA,2016,2,2016-02-01,5,1,0,4
IA,2016,3,2016-03-01,3,3,0,0
IA,2016,5,2016-05-01,1,0,1,0
IA,2016,6,2016-06-01,1,1,0,0
IA,2016,9,2016-09-01,19,19,0,0
IA,2016,10,2016-10-01,2,1,1,0
IA,2017,1,2017-01-01,26,26,0,0
IA,2017,2,2017-02-01,3,0,3,0
IA,2017,3,2017-03-01,27,27,0,0
IA,2018,1,2018-01-01,2,0,2,0
IA,2018,4,2018-04-01,4,0,4,0
IA,2018,5,2018-05-01,1,1,0,0
IA,2018,8,2018-08-01,3,2,1,0
IA,2018,9,2018-09-01,1,0,1,0
IA,2018,11,2018-11-01,1,1,0,0
IA,2019,1,2019-01-01,16,16,0,0
IA,2019,3,2019-03-01,2,0,2,0
IA,2019,4,2019-04-01,6,0,6,0
IA,2019,7,2019-07-01,1,0,1,0
IA,2019,9,2019-09-01,1,1,0,0
IA,2019,10,2019-10-01,4,0,4,0
IA,2019,12,2019-12-01,1,1,0,0
IA,2020,2,2020-02-01,1,0,1,0
IA,2020,11,2020-11-01,2,2,0,0
IA,2021,3,2021-03-01,1,0,1,0
IA,2021,5,2021-05-01,2,2,0,0
IA,2021,6,2021-06-01,3,0,3,0
IA,2021,8,2021-08-01,4,0,4,0
IA,2021,9,2021-09-01,18,0,18,0
IA,2022,6,2022-06-01,2,0,0,2
IA,2022,10,2022-10-01,1,0,1,0
IA,2022,11,2022-11-01,2,0,2,0
IA,2023,3,2023-03-01,6,0,6,0
IA,2023,7,2023-07-01,4,0,4,0
IA,2023,10,2023-10-01,4,0,4,0
IA,2023,11,2023-11-01,5,2,3,0
IA,2023,12,2023-12-01,4,4,0,0
IA,2024,5,2024-05-01,22,17,5,0
IA,2024,9,2024-09-01,2,0,2,0
IA,2024,11,2024-11-01,5,0,5,0
IA,2025,4,2025-04-01,22,0,22,0
IA,2025,6,2025-06-01,11,11,0,0
IA,2025,8,2025-08-01,9,0,9,0
ID,2012,6,2012-06-01,1,0,1,0
ID,2013,4,2013-04-01,1,0,0,1
ID,2013,9,2013-09-01,64,0,64,0
ID,2014,2,2014-02-01,1,0,0,1
ID,2014,7,2014-07-01,1,0,1,0
ID,2014,11,2014-11-01,2,1,1,0
ID,2015,7,2015-07-01,3,1,2,0
ID,2016,3,2016-03-01,1,1,0,0
ID,2016,7,2016-07-01,1,1,0,0
ID,2016,9,2016-09-01,1,0,1,0
ID,2016,12,2016-12-01,3,0,2,1
ID,2017,1,2017-01-01,1,0,0,1
ID,2017,6,2017-06-01,1,0,1,0
ID,2017,7,2017-07-01,4,0,4,0
ID,2017,8,2017-08-01,4,4,0,0
ID,2017,9,2017-09-01,1,0,1,0
ID,2017,10,2017-10-01,41,23,18,0
ID,2018,4,2018-04-01,3,3,0,0
ID,2018,8,2018-08-01,1,0,1,0
ID,2018,9,2018-09-01,1,0,1,0
ID,2018,12,2018-12-01,1,1,0,0
ID,2019,2,2019-02-01,1,0,1,0
ID,2019,5,2019-05-01,2,0,2,0
ID,2019,6,2019-06-01,1,1,0,0
ID,2019,11,2019-11-01,1,0,1,0
ID,2020,3,2020-03-01,3,0,3,0
ID,2020,12,2020-12-01,1,1,0,0
ID,2021,2,2021-02-01,1,0,1,0
ID,2021,9,2021-09-01,1,1,0,0
ID,2021,10,2021-10-01,8,8,0,0
ID,2021,11,2021-11-01,1,0,1,0
ID,2022,2,2022-02-01,1,0,1,0
ID,2022,5,2022-05-01,12,11,1,0
ID,2022,6,2022-06-01,1,1,0,0
ID,2022,7,2022-07-01,3,3,0,0
ID,2022,8,2022-08-01,2,1,1,0
ID,2022,10,2022-10-01,2,2,0,0
ID,2023,4,2023-04-01,3,0,1,2
ID,2023,5,2023-05-01,1,1,0,0
ID,2024,2,2024-02-01,6,2,4,0
ID,2024,3,2024-03-01,1,0,1,0
ID,2024,9,2024-09-01,1,1,0,0
ID,2024,10,2024-10-01,4,1,3,0
ID,2025,1,2025-01-01,1,0,1,0
ID,2025,2,2025-02-01,1,0,1,0
ID,2025,5,2025-05-01,1,1,0,0
ID,2025,7,2025-07-01,15,15,0,0
ID,2025,9,2025-09-01,10,10,0,0
ID,2025,10,2025-10-01,4,4,0,0
ID,2025,11,2025-11-01,1,0,1,0
ID,2025,12,2025-12-01,2,0,2,0
IL,2012,5,2012-05-01,3,0,2,1
IL,2012,6,2012-06-01,10,0,10,0
IL,2012,9,2012-09-01,1,0,1,0
IL,2012,10,2012-10-01,2,1,1,0
IL,2012,11,2012-11-01,3,2,1,0
IL,2013,1,2013-01-01,25,1,24,0
IL,2013,3,2013-03-01,6,1,5,0
IL,2013,5,2013-05-01,3,1,2,0
IL,2013,7,2013-07-01,2,1,1,0
IL,2013,8,2013-08-01,8,4,4,0
IL,2013,9,2013-09-01,1,1,0,0
IL,2013,10,2013-10-01,20,0,20,0
IL,2013,11,2013-11-01,10,0,10,0
IL,2014,2,2014-02-01,2,1,1,0
IL,2014,3,2014-03-01,9,3,6,0
IL,2014,4,2014-04-01,1,0,1,0
IL,2014,5,2014-05-01,22,10,12,0
IL,2014,6,2014-06-01,3,2,1,0
IL,2014,7,2014-07-01,1,0,1,0
IL,2014,8,2014-08-01,2,1,0,1
IL,2014,9,2014-09-01,3,0,3,0
IL,2014,10,2014-10-01,2,1,1,0
IL,2014,11,2014-11-01,1,1,0,0
IL,2014,12,2014-12-01,3,3,0,0
IL,2015,1,2015-01-01,3,3,0,0
IL,2015,2,2015-02-01,3,3,0,0
IL,2015,3,2015-03-01,3,2,1,0
IL,2015,4,2015-04-01,9,2,7,0
IL,2015,5,2015-05-01,3,2,1,0
IL,2015,6,2015-06-01,1,0,1,0
IL,2015,7,2015-07-01,3,1,2,0
IL,2015,8,2015-08-01,2,0,1,1
IL,2015,9,2015-09-01,3,0,3,0
IL,2015,10,2015-10-01,23,22,1,0
IL,2015,11,2015-11-01,3,2,0,1
IL,2015,12,2015-12-01,8,1,7,0
IL,2016,1,2016-01-01,1,1,0,0
IL,2016,2,2016-02-01,10,5,5,0
IL,2016,3,2016-03-01,8,3,5,0
IL,2016,4,2016-04-01,1,0,1,0
IL,2016,5,2016-05-01,70,68,2,0
IL,2016,6,2016-06-01,15,14,1,0
IL,2016,7,2016-07-01,5,3,2,0
IL,2016,8,2016-08-01,3,2,0,1
IL,2016,9,2016-09-01,36,5,31,0
IL,2016,10,2016-10-01,13,1,12,0
IL,2016,11,2016-11-01,4,2,2,0
IL,2016,12,2016-12-01,42,19,23,0
IL,2017,1,2017-01-01,3,1,1,1
IL,2017,2,2017-02-01,4,0,4,0
IL,2017,3,2017-03-01,14,12,2,0
IL,2017,4,2017-04-01,3,1,2,0
IL,2017,5,2017-05-01,371,0,371,0
IL,2017,6,2017-06-01,3,3,0,0
IL,2017,7,2017-07-01,1,1,0,0
IL,2017,8,2017-08-01,1,1,0,0
IL,2017,9,2017-09-01,1,0,1,0
IL,2017,10,2017-10-01,13,0,13,0
IL,2017,11,2017-11-01,7,0,7,0
IL,2017,12,2017-12-01,13,2,10,1
IL,2018,1,2018-01-01,4,1,3,0
IL,2018,3,2018-03-01,14,0,14,0
IL,2018,5,2018-05-01,2,1,1,0
IL,2018,6,2018-06-01,4,0,0,4
IL,2018,7,2018-07-01,56,0,55,1
IL,2018,8,2018-08-01,3,0,2,1
IL,2018,9,2018-09-01,4,0,3,1
IL,2018,10,2018-10-01,67,0,67,0
IL,2018,11,2018-11-01,6,0,5,1
IL,2018,12,2018-12-01,20,0,20,0
IL,2019,2,2019-02-01,2,0,2,0
IL,2019,3,2019-03-01,37,0,32,5
IL,2019,4,2019-04-01,1,0,1,0
IL,2019,5,2019-05-01,24,23,1,0
IL,2019,6,2019-06-01,5,0,3,2
IL,2019,7,2019-07-01,2,1,1,0
IL,2019,8,2019-08-01,1,0,1,0
IL,2019,9,2019-09-01,23,19,4,0
IL,2019,10,2019-10-01,3,2,1,0
IL,2019,11,2019-11-01,5,0,4,1
IL,2019,12,2019-12-01,1,1,0,0
IL,2020,1,2020-01-01,3,2,1,0
IL,2020,2,2020-02-01,5,0,5,0
IL,2020,3,2020-03-01,5,5,0,0
IL,2020,5,2020-05-01,3,0,3,0
IL,2020,6,2020-06-01,1,1,0,0
IL,2020,8,2020-08-01,2,1,1,0
IL,2020,9,2020-09-01,7,2,5,0
IL,2020,11,2020-11-01,2,2,0,0
IL,2020,12,2020-12-01,1,1,0,0
IL,2021,1,2021-01-01,2,0,2,0
IL,2021,2,2021-02-01,2,0,1,1
IL,2021,3,2021-03-01,6,6,0,0
IL,2021,4,2021-04-01,23,0,22,1
IL,2021,5,2021-05-01,13,4,9,0
IL,2021,7,2021-07-01,11,0,10,1
IL,2021,8,2021-08-01,3,0,3,0
IL,2021,9,2021-09-01,1,0,1,0
IL,2021,10,2021-10-01,16,1,12,3
IL,2021,11,2021-11-01,19,1,18,0
IL,2021,12,2021-12-01,91,90,0,1
IL,2022,1,2022-01-01,2,2,0,0
IL,2022,2,2022-02-01,63,41,22,0
IL,2022,3,2022-03-01,2,0,2,0
IL,2022,5,2022-05-01,2,0,2,0
IL,2022,6,2022-06-01,3,1,2,0
IL,2022,7,2022-07-01,9,2,7,0
IL,2022,8,2022-08-01,1,0,1,0
IL,2022,9,2022-09-01,3,2,1,0
IL,2022,11,2022-11-01,2,0,2,0
IL,2022,12,2022-12-01,1,0,1,0
IL,2023,2,2023-02-01,4,0,1,3
IL,2023,3,2023-03-01,1,1,0,0
IL,2023,4,2023-04-01,2,0,2,0
IL,2023,5,2023-05-01,196,196,0,0
IL,2023,6,2023-06-01,5,1,4,0
IL,2023,7,2023-07-01,5,0,1,4
IL,2023,8,2023-08-01,3,0,3,0
IL,2023,9,2023-09-01,2,1,1,0
IL,2023,10,2023-10-01,1,0,0,1
IL,2023,11,2023-11-01,8,8,0,0
IL,2023,12,2023-12-01,66,0,65,1
IL,2024,1,2024-01-01,1,0,0,1
IL,2024,2,2024-02-01,1,0,0,1
IL,2024,3,2024-03-01,3,1,1,1
IL,2024,4,2024-04-01,1,0,1,0
IL,2024,5,2024-05-01,5,5,0,0
IL,2024,6,2024-06-01,1,0,0,1
IL,2024,7,2024-07-01,3,1,0,2
IL,2024,8,2024-08-01,2,0,2,0
IL,2024,10,2024-10-01,65,0,65,0
IL,2024,11,2024-11-01,7,2,5,0
IL,2024,12,2024-12-01,4,4,0,0
IL,2025,2,2025-02-01,6,2,4,0
IL,2025,3,2025-03-01,2,0,2,0
IL,2025,4,2025-04-01,2,1,1,0
IL,2025,5,2025-05-01,1,0,0,1
IL,2025,6,2025-06-01,3,0,1,2
IL,2025,7,2025-07-01,17,16,1,0
IL,2025,8,2025-08-01,1,0,1,0
IL,2025,9,2025-09-01,8,1,7,0
IL,2025,11,2025-11-01,3,2,1,0
IL,2025,12,2025-12-01,2,0,2,0
IN,2012,8,2012-08-01,1,1,0,0
IN,2012,9,2012-09-01,12,12,0,0
IN,2012,11,2012-11-01,13,0,13,0
IN,2013,1,2013-01-01,2,2,0,0
IN,2013,2,2013-02-01,2,0,2,0
IN,2013,3,2013-03-01,1,0,1,0
IN,2013,4,2013-04-01,13,0,6,7
IN,2013,9,2013-09-01,1,0,1,0
IN,2013,11,2013-11-01,8,0,8,0
IN,2013,12,2013-12-01,2,0,2,0
IN,2014,1,2014-01-01,10,9,1,0
IN,2014,4,2014-04-01,2,0,0,2
IN,2014,5,2014-05-01,6,0,6,0
IN,2014,6,2014-06-01,3,0,3,0
IN,2014,8,2014-08-01,6,0,6,0
IN,2014,9,2014-09-01,2,0,2,0
IN,2014,12,2014-12-01,1,1,0,0
IN,2015,3,2015-03-01,1,0,1,0
IN,2015,4,2015-04-01,6,0,6,0
IN,2015,6,2015-06-01,2,0,2,0
IN,2015,8,2015-08-01,24,0,10,14
IN,2015,10,2015-10-01,1,1,0,0
IN,2016,7,2016-07-01,1,1,0,0
IN,2016,9,2016-09-01,1,1,0,0
IN,2017,1,2017-01-01,1,0,1,0
IN,2017,2,2017-02-01,13,13,0,0
IN,2017,3,2017-03-01,1,1,0,0
IN,2017,10,2017-10-01,9,0,9,0
IN,2017,11,2017-11-01,2,0,2,0
IN,2018,3,2018-03-01,4,1,3,0
IN,2018,4,2018-04-01,1,1,0,0
IN,2018,5,2018-05-01,2,2,0,0
IN,2018,6,2018-06-01,26,26,0,0
IN,2018,7,2018-07-01,12,0,12,0
IN,2018,8,2018-08-01,1,0,1,0
IN,2018,9,2018-09-01,1,1,0,0
IN,2018,10,2018-10-01,8,0,8,0
IN,2019,1,2019-01-01,1,1,0,0
IN,2019,4,2019-04-01,1,1,0,0
IN,2019,6,2019-06-01,1,1,0,0
IN,2019,9,2019-09-01,2,0,2,0
IN,2020,2,2020-02-01,1,1,0,0
IN,2020,7,2020-07-01,1,0,1,0
IN,2021,4,2021-04-01,2,0,1,1
IN,2021,8,2021-08-01,1,0,1,0
IN,2021,9,2021-09-01,1,0,1,0
IN,2022,3,2022-03-01,1,1,0,0
IN,2022,5,2022-05-01,4,4,0,0
IN,2022,6,2022-06-01,13,0,13,0
IN,2022,7,2022-07-01,1,0,1,0
IN,2022,12,2022-12-01,26,0,26,0
IN,2023,2,2023-02-01,7,0,7,0
IN,2023,3,2023-03-01,1,0,1,0
IN,2023,5,2023-05-01,5,0,5,0
IN,2024,11,2024-11-01,2,1,1,0
IN,2025,1,2025-01-01,60,0,60,0
IN,2025,3,2025-03-01,3,0,3,0
IN,2025,4,2025-04-01,1,1,0,0
IN,2025,7,2025-07-01,2,0,2,0
IN,2025,9,2025-09-01,1,0,1,0
KS,2012,9,2012-09-01,1,1,0,0
KS,2013,1,2013-01-01,1,0,1,0
KS,2013,3,2013-03-01,2,0,2,0
KS,2013,5,2013-05-01,1,0,1,0
KS,2014,2,2014-02-01,2,0,2,0
KS,2015,9,2015-09-01,2,2,0,0
KS,2016,1,2016-01-01,1,1,0,0
KS,2016,2,2016-02-01,3,3,0,0
KS,2016,5,2016-05-01,5,5,0,0
KS,2016,6,2016-06-01,6,0,5,1
KS,2016,8,2016-08-01,124,124,0,0
KS,2017,3,2017-03-01,3,1,0,2
KS,2017,10,2017-10-01,5,5,0,0
KS,2018,2,2018-02-01,20,0,20,0
KS,2018,3,2018-03-01,1,0,0,1
KS,2018,10,2018-10-01,11,1,10,0
KS,2018,11,2018-11-01,1,0,1,0
KS,2019,1,2019-01-01,1,1,0,0
KS,2019,12,2019-12-01,1,0,1,0
KS,2021,3,2021-03-01,1,0,1,0
KS,2021,4,2021-04-01,1,0,1,0
KS,2021,6,2021-06-01,1,1,0,0
KS,2021,8,2021-08-01,7,0,7,0
KS,2022,3,2022-03-01,5,4,0,1
KS,2022,5,2022-05-01,21,21,0,0
KS,2024,1,2024-01-01,1,0,0,1
KS,2024,5,2024-05-01,36,36,0,0
KS,2024,8,2024-08-01,6,0,6,0
KS,2024,11,2024-11-01,1,0,1,0
KS,2025,2,2025-02-01,1,0,1,0
KS,2025,3,2025-03-01,1,0,1,0
KS,2025,4,2025-04-01,2,0,2,0
KY,2009,1,2009-01-01,2,2,0,0
KY,2011,10,2011-10-01,1,0,1,0
KY,2012,3,2012-03-01,1,1,0,0
KY,2012,6,2012-06-01,3,2,1,0
KY,2012,10,2012-10-01,5,4,1,0
KY,2012,11,2012-11-01,6,6,0,0
KY,2013,2,2013-02-01,5,5,0,0
KY,2013,4,2013-04-01,1,0,0,1
KY,2013,11,2013-11-01,1,1,0,0
KY,2014,1,2014-01-01,2,0,2,0
KY,2014,3,2014-03-01,1,0,1,0
KY,2014,4,2014-04-01,78,0,78,0
KY,2015,1,2015-01-01,13,0,13,0
KY,2015,5,2015-05-01,3,0,3,0
KY,2016,5,2016-05-01,1,1,0,0
KY,2016,6,2016-06-01,1,1,0,0
KY,2016,7,2016-07-01,1,1,0,0
KY,2016,9,2016-09-01,6,0,5,1
KY,2016,12,2016-12-01,1,1,0,0
KY,2017,5,2017-05-01,1,1,0,0
KY,2017,7,2017-07-01,9,0,9,0
KY,2017,10,2017-10-01,1,0,1,0
KY,2018,2,2018-02-01,1,0,1,0
KY,2018,5,2018-05-01,1,1,0,0
KY,2018,12,2018-12-01,14,0,14,0
KY,2019,10,2019-10-01,1,0,0,1
KY,2020,2,2020-02-01,22,0,22,0
KY,2021,7,2021-07-01,1,0,1,0
KY,2022,3,2022-03-01,4,1,3,0
KY,2022,5,2022-05-01,1,1,0,0
KY,2023,11,2023-11-01,1,1,0,0
KY,2024,7,2024-07-01,1,1,0,0
KY,2025,5,2025-05-01,2,0,2,0
KY,2025,9,2025-09-01,2,0,2,0
KY,2025,10,2025-10-01,2,2,0,0
LA,2012,7,2012-07-01,1,1,0,0
LA,2013,2,2013-02-01,2,2,0,0
LA,2013,6,2013-06-01,1,1,0,0
LA,2014,3,2014-03-01,1,0,1,0
LA,2014,12,2014-12-01,10,5,5,0
LA,2015,7,2015-07-01,3,0,3,0
LA,2015,9,2015-09-01,1,0,0,1
LA,2015,12,2015-12-01,9,9,0,0
LA,2016,2,2016-02-01,1,0,1,0
LA,2016,5,2016-05-01,6,0,6,0
LA,2017,2,2017-02-01,1,1,0,0
LA,2017,9,2017-09-01,1,0,1,0
LA,2018,3,2018-03-01,1,0,1,0
LA,2018,8,2018-08-01,1,1,0,0
